No,Wavelet transform,Period,label,easting,northing,lat,long,Aquifer,Top Soil,Sub Soil,P,PET,TAS,DTR,HUSS,WIND,PSURF,RLDS,RSDS,elev,slope,hand,t_clay,t_sand,t_silt,t_bd,s_clay,s_sand,s_silt,s_bd,ts,sy,sdf,pop_dens,irri_int,gw_abs,test,record_start,record_end,record_span,max_gap,day_amount,month_amount,season_amount,year_amount,day_dst,month_dst,season_dst,mean,std,Corr
1263,Decadal,14,Wothorpe,503785,304255,52.626135,-0.468154,Oolites,loam,,1.684775466,1.506018678,283.49571,7.961938764,0.006583093,4.443640649,100513.7747,321.3457343,118.0642714,78.46942139,0.586743414,5.900001526,22,42,36,1.399999976,0,0,0,0,130,0.0005,1.977816774,329.7249332,101,0,,2015,2019,5,0.18630137,58,57,20,5,11.6,11.4,4,6.480283459,0.472043556,0.6208089
1275,Decadal,14,Knights Place,570128,168950,51.394076,0.444009,Chalk,sandy loam,sandy loam,1.743921138,1.534658034,283.8574099,8.545290384,0.006800461,4.367081154,100266.9837,320.6012955,123.978168,102.1007843,3.863007307,27.69999695,10,75,15,1.580000043,15,68,17,1.50999999,90,0.001,23.17617137,1124.09674,251,0,,2015,2019,5,0.147945205,59,59,20,5,11.8,11.8,4,80.84536057,0.292704062,0.822793895
1278,Annual,1,Lower Beeding,523470,127695,51.035357,-0.24043,Corallian Limestone,loam,clay loam,2.266922234,1.48190899,283.9512025,8.550876397,0.006883135,4.165065835,100451.0517,321.1236893,122.5395065,89.89442444,0.510534406,5.699996948,19,37,44,1.409999967,31,31,38,1.330000043,50,0.00014,0.486447137,147.5683248,1,0,,2015,2019,5,0.265753425,54,54,20,5,10.8,10.8,4,1.550535551,0.727813612,0.897109954
1281,Annual,1,Careby,502675,315495,52.727353,-0.481046,Oolites,loam,,1.68044907,1.484838837,283.6770585,7.961938764,0.00663459,3.704363084,100976.3347,322.2920951,120.3740155,36.36389542,1.95681572,6.800001144,22,42,36,1.399999976,0,0,0,0,130,0.0005,5.853806088,71.84249205,101,0,,2015,2019,5,0.183561644,54,54,20,5,10.8,10.8,4,11.85889542,1.460557669,0.646769313
1283,Multiannual,7,Highwood Lane,450673,84385,50.656944,-1.284495,Lower Greensand,sand,loamy sand,2.318400876,1.450044714,284.2345835,6.406078896,0.007002057,4.184766015,100881.3354,322.3797764,119.7931858,48.01959229,4.367772579,17.5,5,90,5,1.710000038,8,87,5,1.629999995,300,0.03,61.54241329,196.2433767,251,0,,2015,2019,5,0.509589041,51,51,19,5,10.2,10.2,3.8,11.76527856,0.539303308,0.933558127
1287,Annual,1,Little Cawthorpe,535485,383995,53.335509,0.033253,Chalk,loam,clay loam,1.909583785,1.449662251,283.4241764,6.437349428,0.006615252,4.05492563,100937.419,320.8302399,119.4017201,41.1374321,3.029834032,11.39999962,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,8.016995428,185.9168101,751,0,,2015,2019,5,0.178082192,58,57,20,5,11.6,11.4,4,11.79967348,0.547936704,0.82152887
1288,Annual,1,Upper Hill Farm,459155,116855,50.948101,-1.159294,Chalk,loam,,2.447754659,1.505698659,283.9862379,6.406078896,0.006883119,4.198103617,100458.8938,321.9170814,124.0356887,95.25094604,1.945623159,17.80000305,19,37,44,1.409999967,0,0,0,0,550,0.015,43.26127366,166.2842116,101,0,,2015,2019,5,0.117808219,60,60,20,5,12,12,4,50.43977937,0.337100834,0.878793754
1297,Multiannual,7,Breach House,584646,165511,51.358652,0.650672,Chalk,loam,clay loam,1.630996715,1.467150952,284.3413684,7.604655088,0.006965681,3.668293438,101096.889,322.7417185,120.9758948,20.91371155,0.892462194,3.900000572,22,41,37,1.399999976,29,37,34,1.350000024,90,0.001,26.13188154,908.7868396,251,0,,2015,2019,5,0,1826,60,20,5,365.2,12,4,11.50806925,1.13673649,0.94281383
1305,Multiannual,7,Frith Farm,631670,143580,51.144573,1.310797,Chalk,sandy clay loam,clay loam,2.530668129,1.493128418,283.9377678,6.701862052,0.007022198,4.638026816,100080.7995,320.886475,127.0772802,113.3543777,6.96902132,72.8999939,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,39.53760932,651.6284393,1001,0,,2015,2019,5,0.279452055,48,48,20,5,9.6,9.6,4,86.6781277,0.109499334,0.880166536
1316,Multiannual,7,Wivelrod,467605,138425,51.141106,-1.035005,Chalk,sandy clay loam,clay loam,2.498357066,1.431196834,283.3212277,8.427272862,0.006656841,4.205014341,99242.29843,319.1242066,118.1215037,203.2140198,0.598684549,33.19999695,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,34.88576776,270.5367473,501,0,,2015,2019,5,0.254794521,51,51,20,5,10.2,10.2,4,87.72500019,0.323638959,0.882434372
1319,Multiannual,2,Wilsford 1,501005,342705,52.972184,-0.497346,Oolites,loam,,1.744961668,1.44691948,283.4983112,8.170701117,0.006587105,3.744101973,100836.1177,321.6099672,117.9596635,25.95133591,0.453415215,0.099998474,22,42,36,1.399999976,0,0,0,0,130,0.0005,3.800509939,94.38131244,751,0,,2015,2019,5,0.147945205,56,56,19,5,11.2,11.2,3.8,7.125443053,0.715279108,0.563685465
1328,Annual,1,Nelson Arms Winterslow,423855,132955,51.095407,-1.660719,Chalk,loam,,2.230558597,1.437490572,283.6951092,8.146276078,0.00678956,4.307337063,99935.95579,321.5766908,117.3143516,148.647522,2.809558868,23.6000061,19,37,44,1.409999967,0,0,0,0,550,0.015,15.5432162,74.76979946,1,0,,2015,2019,5,0.167123288,58,58,20,5,11.6,11.6,4,79.68959097,3.694173305,0.898698138
1336,Multiannual,7,Ackholts Cottages,624293,151559,51.219142,1.210485,Lower Greensand,loamy sand,sandy loam,2.122343922,1.487065651,284.1268794,6.701862052,0.007022541,4.621803018,100485.7319,321.6398566,122.4568189,64.09395599,4.271600246,5.599998474,10,82,8,1.590000033,17,75,8,1.5,550,0.015,37.23337844,187.7881529,1001,0,,2015,2019,5,0.219178082,56,56,20,5,11.2,11.2,4,34.58270599,1.616050148,0.919659
1341,Annual,1,Fosse Farm,397025,210385,51.792103,-2.04453,Oolites,loam,,2.586801751,1.484328668,282.7817332,7.50607898,0.00648662,5.195121099,98385.06281,318.9102481,119.7348766,243.6651459,2.992846012,23.5,22,42,36,1.399999976,0,0,0,0,184,0.02,1.678697565,33.37152019,51,0,,2015,2019,5,0.126027397,61,60,20,5,12.2,12,4,6.724490162,0.545250338,0.770098765
1343,Annual,1,North Lane Reepham,503235,374265,53.255349,-0.454012,Oolites,loam,clay loam,1.87447974,1.456145362,283.5658146,7.04030681,0.006616438,3.815899048,101151.4736,321.9640027,118.8017916,21.40161324,0.873354197,9.400000572,19,37,44,1.409999967,31,31,38,1.330000043,0.1,0.06,1.437522924,392.8630863,751,0,,2015,2019,5,0.145205479,59,59,20,5,11.8,11.8,4,9.642291206,1.070738482,0.861011707
1345,Annual,1,Manor Farm Broughton,430885,133395,51.09903,-1.560295,Chalk,loam,,2.227601314,1.477095431,284.1719191,8.146276078,0.006926489,3.530401978,100901.2953,323.7050627,123.7866546,38.81912231,1.61992836,0,19,37,44,1.409999967,0,0,0,0,550,0.015,22.51909733,45.24184227,1,11145.44238,,2015,2019,5,0.405479452,47,47,19,5,9.4,9.4,3.8,0.196356353,0.169275077,0.859867933
1346,Annual,1,Cheriton,458945,127395,51.04289,-1.160575,Chalk,sandy clay loam,clay loam,2.468674702,1.419251677,283.9374278,8.427272862,0.006854007,3.455233726,100447.0489,321.9589514,120.1733385,73.6625824,4.116621017,0,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,42.61778968,85.32159528,1,0,,2015,2018,4,0.18630137,44,44,15,4,11,11,3.75,0.734855127,0.458574192,0.828296766
1355,Annual,1,Bagnor Manor,444882,169724,51.42475,-1.355865,Chalk,sandy clay loam,clay loam,1.893483021,1.470126025,283.847753,8.427272862,0.006787736,3.521754678,100443.8588,322.6035254,122.7023114,85.04135895,4.692727089,0,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,29.70397619,427.0597198,51,0,,2015,2019,5,0.060273973,1799,60,20,5,359.8,12,4,1.20585421,0.283418923,0.220343735
1361,Annual,1,Forton Longparish,441855,143655,51.190589,-1.402449,Chalk,loam,clay loam,2.021358159,1.474530386,284.0825743,8.427272862,0.00688399,3.508529473,100803.961,323.2901883,123.5258458,63.66067505,0.945257425,12.70000076,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,36.06548122,192.8249192,1,19.00874901,,2015,2019,5,0.104109589,60,60,20,5,12,12,4,11.21467505,0.421715544,0.812306705
1364,Annual,1,Blackmoor,489362,181621,51.526436,-0.713253,Chalk,loam,clay loam,1.639978096,1.466844101,284.2374389,8.154764635,0.006868499,3.476664664,101234.7095,323.8321836,120.0094471,23.58108902,0.162770733,0.800001144,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,15.98063531,1243.198947,251,0,,2015,2019,5,0.18630137,1665,58,20,5,333,11.6,4,2.323953009,0.32786956,0.838607904
1377,Annual,0,Five Mile House,397812,209071,51.780293,-2.033111,Oolites,loam,,2.464238776,1.469729264,282.8757479,7.50607898,0.006513683,4.435855198,98566.54768,319.3296787,121.6512503,219.9648895,3.632209301,51.80000305,22,42,36,1.399999976,0,0,0,0,184,0.02,2.86389235,33.8351016,51,0,,2015,2019,5,0.136986301,61,60,20,5,12.2,12,4,16.79161081,0.355208188,0.759525641
1384,Annual,1,Windsor Road,500050,174076,51.456827,-0.561374,Chalk,loam,clay loam,1.621686749,1.467400517,284.3043645,8.449890581,0.006894551,3.467859627,101376.2398,323.8632812,120.3159972,16.94869232,0.473169565,2.800001144,22,41,37,1.399999976,29,37,34,1.350000024,100,0.005,17.33083025,1196.936635,251,0,,2015,2019,5,0.205479452,52,52,20,5,10.4,10.4,4,2.061384628,0.226147632,0.598687219
1386,Decadal,43,Hurstmere School,547246,173338,51.439899,0.117188,Chalk,loamy sand,sandy loam,1.600383347,1.455939155,284.2654206,8.545290384,0.006893579,3.541493023,101153.2139,322.8776972,119.3709887,24.30730438,2.700993538,0,10,82,8,1.590000033,17,75,8,1.5,100,0.005,6.761473924,3503.327754,1,67.25927734,,2015,2019,5,0.260273973,50,50,20,5,10,10,4,4.60670438,0.153784395,0.740653865
1388,Annual,1,Cuckoo Lodge,591599,341350,52.935334,0.849523,Chalk,sandy loam,sandy loam,1.824479731,1.526651085,283.5693855,7.787020949,0.006681616,5.195529604,100918.4185,320.42876,120.1761505,47.50023651,0.688787043,17.40000153,8,76,16,1.610000014,8,76,16,1.116897106,550,0.015,60.27688877,40.03362612,5001,0,,2015,2019,5,0.320547945,1517,54,19,5,303.4,10.8,3.8,36.82640666,0.914015167,0.798176836
1393,Annual,1,Strubby,545455,381985,53.314811,0.181946,Chalk,loam,clay loam,1.765826944,1.502680764,283.5615616,6.437349428,0.006665913,4.888855286,101205.7425,321.3323901,119.5689709,6.993144512,0.350915432,0.099999905,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,9.090558859,79.38593981,751,0,,2015,2019,5,0.164383562,57,56,20,5,11.4,11.2,4,6.135425214,0.355078531,0.799506776
1420,Annual,1,Serrington,406000,137004,51.132277,-1.915623,Chalk,loam,clay loam,2.126396493,1.483177179,283.8894164,8.146276078,0.006856763,3.617101897,100339.365,322.9044497,125.6715817,66.22968292,4.088888645,6.900001526,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,5.440940073,51.01023031,51,0,,2015,2019,5,0.123287671,1759,59,20,5,351.8,11.8,4,1.493775857,0.277920099,0.819847457
1437,Multiannual,7,Churton,341957,356451,53.102072,-2.868364,Triassic Sandstone,loam,clay loam,1.729791892,1.40308878,283.6600631,6.877820409,0.006696642,3.755785749,101041.5716,324.4784058,115.4967803,25.7278595,3.919634581,16,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,1.108528517,83.78111193,1,0,,2015,2019,5,0.24109589,51,48,20,5,10.2,9.6,4,16.49589872,0.494859931,0.761809145
1440,Annual,1,Badbury Rings,396629,102247,50.819754,-2.049215,Lower Greensand,loam,loam,2.406736032,1.532075987,284.1866172,7.90585989,0.006981642,4.36898228,100762.6183,323.6938256,126.1813935,50.6910553,1.629632354,12.79999924,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,15.40605869,150.7062285,101,0,,2015,2019,5,0.046575342,1803,60,20,5,360.6,12,4,23.81127882,3.740866694,0.930144346
1443,Annual,1,Alfriston,551861,103777,50.813637,0.154254,Chalk,loam,,2.294742616,1.506324368,284.2133006,6.103997887,0.007079603,4.159960357,100795.458,321.9698312,128.276424,31.72394562,11.9659481,19.59999847,19,37,44,1.409999967,0,0,0,0,550,0.015,7.321992327,246.8699212,1,0,,2015,2019,5,0.145205479,58,57,20,5,11.6,11.4,4,28.57808355,0.749121404,0.854596522
1452,Annual,1,Gomeldon Lewes,418290,136086,51.123764,-1.740029,Chalk,loam,,2.191894854,1.485369783,284.0229469,8.146276078,0.00688715,3.570627257,100609.2804,323.2827235,125.075903,61.99250412,1.708024144,4.799999237,19,37,44,1.409999967,0,0,0,0,550,0.015,11.66632879,141.3178244,51,0,,2015,2019,5,0.128767123,54,52,20,5,10.8,10.4,4,1.565837453,0.230362034,0.910119188
1458,Multiannual,7,Greys Court,472475,183405,51.544891,-0.95626,Chalk,sandy clay loam,clay loam,1.894085435,1.533566762,283.7404122,8.154764635,0.006727853,4.243603833,100250.9754,321.8168501,123.4501529,104.9206848,3.021537542,29.69999695,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,3.607720418,258.7297093,251,0,,2015,2019,5,0.249315068,57,57,20,5,11.4,11.4,4,61.51928129,1.323007524,0.925143255
1461,Annual,1,East Farm,587342,278990,52.376895,0.750864,Chalk,sandy loam,sandy loam,1.714293539,1.509715356,283.9979954,8.134556528,0.006741229,4.128603714,101339.2914,321.8409107,119.2497667,36.37960815,2.490457535,26.60000229,8,76,16,1.610000014,8,76,16,1.150323987,550,0.015,63.39277536,207.6141273,5001,282.1756287,,2015,2019,5,0.463013699,46,46,19,5,9.2,9.2,3.8,21.4259125,0.646352168,0.67259381
1465,Annual,1,Spring Cottage,548195,155345,51.277977,0.123341,Lower Greensand,sandy loam,sandy loam,2.113964943,1.43626209,283.9312743,8.545290384,0.006833629,3.502545777,100402.0838,321.1067441,120.8176875,84.11367035,1.761345148,0.699996948,10,75,15,1.580000043,15,68,17,1.50999999,270,0.0006,9.430721288,279.5529186,1,17611.11133,,2015,2019,5,0.008219178,1823,60,20,5,364.6,12,4,2.171011775,0.138528809,0.697875676
1466,Annual,1,Hogsthorpe,553475,373645,53.237645,0.298206,Chalk,clay,clay,1.783844475,1.514802847,283.6236078,6.437349428,0.006685255,4.932020018,101248.1503,321.4722765,120.0466768,1.940605402,0.485084295,0.399999976,49,19,32,1.24000001,47,21,32,1.24000001,550,0.015,12.50435416,105.0168448,751,0,,2015,2019,5,0.167123288,58,58,20,5,11.6,11.6,4,1.568019195,0.265320628,0.788664902
1470,Decadal,14,Croxton House,508045,413785,53.609474,-0.3684,Chalk,loam,,1.918784224,1.475845766,283.2445352,6.699781022,0.006548695,4.668534313,100632.1306,320.4009045,118.5616257,31.70797348,1.176731825,0,19,37,44,1.409999967,0,0,0,0,550,0.015,10.28462951,69.24746904,1001,0,,2015,2019,5,0.345205479,52,52,20,5,10.4,10.4,4,17.84662733,1.362154725,0.842491748
1491,Annual,1,Farthingloe,629110,140204,51.115295,1.272117,Chalk,sandy clay loam,clay loam,2.452245347,1.56740195,283.9457164,6.701862052,0.007031803,5.357138362,100099.1274,320.9521434,130.5983468,63.71123505,4.14731741,5.099998474,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,35.93698372,766.5015969,1001,0,,2015,2019,5,0,1744,58,20,5,348.8,11.6,4,40.84597592,4.10600388,0.902333112
1501,Annual,1,Bartondale,505012,466985,54.088059,-0.396053,Chalk,loam,,2.092935369,1.474497442,282.7461666,6.475027417,0.006436251,4.742489583,99949.22923,317.9373928,123.4618734,56.59757996,3.192923784,2.200000763,19,37,44,1.409999967,0,0,0,0,550,0.015,6.863826436,35.30463929,51,0,,2015,2019,5,0.167123288,59,58,20,5,11.8,11.6,4,28.52215623,2.855646991,0.820899324
1536,Annual,1,Barnack,507345,305125,52.633261,-0.415299,Oolites,loam,,1.688663744,1.461440902,283.7933474,7.961938764,0.006667288,3.70450101,101126.3681,322.685949,117.6341048,40.23517609,6.61888504,19.20000076,22,42,36,1.399999976,0,0,0,0,130,0.0005,0.364350137,187.2662861,101,89935.02344,,2015,2019,5,0.191780822,57,56,20,5,11.4,11.2,4,8.866930476,0.618391016,0.803076899
1559,Annual,1,New Barton Farm,449255,128455,51.053332,-1.298638,Chalk,loam,,2.346495081,1.436137816,284.2172814,8.427272862,0.006937404,3.475700059,101019.3153,323.4645952,120.5751965,37.68784332,0.709595144,0,19,37,44,1.409999967,0,0,0,0,550,0.015,40.54547477,569.7507667,1,0,,2015,2019,5,0.109589041,61,60,20,5,12.2,12,4,2.428662992,0.690434159,0.855703581
1563,Annual,1,Seaford Cradle Hill,549501,100648,50.786133,0.119506,Chalk,loam,loam,2.037897037,1.470111083,284.2310347,6.103997887,0.007091747,4.151607167,100831.0769,322.0222289,125.5889905,46.54876328,9.980051041,16.40000153,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,11.19494565,561.2206574,1,0,,2015,2019,5,0.180821918,58,57,20,5,11.6,11.4,4,45.39945294,0.291144366,0.63242644
1565,Annual,1,Rockbourne Marsh Farm,412060,117120,50.953384,-1.829673,Chalk,clay,clay,2.393154431,1.484198443,284.1840513,7.617962865,0.006957113,3.576666442,100827.3794,323.7557515,125.1570627,39.99062347,1.54231143,0,51,17,32,1.220000029,52,19,29,1.230000019,550,0.015,12.73805174,77.76431989,51,0,,2015,2019,5,0.232876712,53,50,20,5,10.6,10,4,0.79571781,0.310061605,0.941797096
1570,Annual,1,South Stoke,502455,109865,50.879204,-0.545047,Chalk,clay,clay,2.364129243,1.440056602,284.3755242,6.336254195,0.007031188,3.382600119,101221.097,323.0182881,122.8353267,21.70669174,3.241278172,20.29999924,47,14,39,1.230000019,45,15,40,1.24000001,550,0.015,14.0439964,103.8025122,1001,0,,2015,2019,5,0.183561644,58,57,20,5,11.6,11.4,4,20.62634691,0.289255677,0.731589923
1608,Annual,1,Egbury,443955,152555,51.270454,-1.371311,Chalk,silt loam,loam,2.128203726,1.452619278,283.6591705,8.427272862,0.006749147,3.510927794,99985.0093,321.4238321,122.970451,123.2192535,8.589391708,5.700004578,11,35,54,1.49000001,20,37,43,1.399999976,550,0.015,38.57992007,85.67096466,1,199.7364655,,2015,2019,5,0.106849315,62,60,20,5,12.4,12,4,40.12054382,3.063424967,0.918379175
1609,Annual,1,Wilsford Heath,498295,341675,52.963432,-0.537999,Oolites,loam,,1.762650605,1.489719359,283.2759668,8.170701117,0.006523837,4.489371421,100375.6933,320.5892513,118.1666407,88.3250351,1.883364201,2.400001526,22,42,36,1.399999976,0,0,0,0,130,0.0005,1.89818681,49.89268305,751,0,,2015,2019,5,0.126027397,55,55,19,5,11,11,3.8,26.96994419,0.247906674,0.729130945
1633,Annual,1,Darfield Farm Nether Wallop,431755,135155,51.114808,-1.547716,Chalk,loam,clay loam,2.128587074,1.45159856,284.0100438,8.146276078,0.006876052,3.529196651,100580.9221,322.9627438,122.2558267,76.06423187,0.712786376,11.89999771,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,23.7391649,47.34218074,1,0,,2015,2019,5,0.145205479,59,59,20,5,11.8,11.8,4,33.89406238,1.580336256,0.906646557
1638,Annual,1,Roaring Gutter,635152,155598,51.251032,1.368353,Lower Greensand,loam,clay loam,1.781544358,1.530137804,284.5093505,6.701862052,0.007145965,4.728671886,101247.6273,323.4175325,124.381471,0.914414048,2.304973364,0,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,48.37588578,548.7289604,1001,0,,2015,2019,5,0.4,53,53,19,5,10.6,10.6,3.8,0.973659331,0.232742866,0.843094865
1640,Annual,1,Swallow Great Limber,515985,406085,53.538602,-0.251306,Chalk,loam,loam,1.873493974,1.46742791,283.2079368,6.699781022,0.00654484,4.710947379,100500.465,320.1222404,117.7764724,62.30216217,2.16786623,20.59999847,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,4.640447989,59.36310269,1001,0,,2015,2019,5,0.150684932,58,58,20,5,11.6,11.6,4,38.13888631,3.921794271,0.660952114
1648,Annual,1,Winterton Mere,493325,420065,53.668728,-0.588926,Oolites,loam,,1.8415115,1.479482541,283.333777,7.297097527,0.006559449,4.58948178,101094.6437,321.0041808,118.9917885,24.36832047,1.797225356,12.89999962,22,42,36,1.399999976,0,0,0,0,130,0.0005,4.659290389,136.1320185,1001,0,,2015,2019,5,0.150684932,58,58,20,5,11.6,11.6,4,6.974872194,2.106156453,0.828140224
1669,Annual,1,Hibaldstow,496135,403075,53.515559,-0.55164,Oolites,loam,,1.866867468,1.488942075,283.3767021,7.297097527,0.006568365,4.581315447,101027.8334,321.1894642,119.0575905,26.03285217,1.582030296,3.199998856,22,42,36,1.399999976,0,0,0,0,130,0.0005,5.274913122,89.38209795,1001,0,,2015,2019,5,0.178082192,58,58,20,5,11.6,11.6,4,3.503369411,0.268465771,0.753873815
1690,Annual,1,Alre Gardens,458525,132895,51.092384,-1.165677,Chalk,loam,,2.2898138,1.418848535,283.9938669,8.427272862,0.006864325,3.459979984,100578.7684,322.335957,119.4353576,67.40322113,3.742405415,3.100002289,19,37,44,1.409999967,0,0,0,0,550,0.015,43.26567455,87.47982643,1,90.63555908,,2015,2019,5,0.18630137,55,55,20,5,11,11,4,3.197584766,0.181676672,0.777915112
1719,Annual,1,Burwell west,535185,379535,53.295522,0.026851,Chalk,loam,loam,1.996276009,1.508189273,283.2407982,6.437349428,0.00655937,4.796708693,100516.1053,319.9478316,121.4633747,72.59986877,6.448134422,11.60000229,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,3.552481927,22.51102936,751,220.9683838,,2015,2019,5,0.150684932,60,59,20,5,12,11.8,4,21.8647021,1.171385919,0.779114418
1722,Annual,1,Redbourne Village,497225,398725,53.476272,-0.536554,Oolites,loam,clay loam,1.837458927,1.443150352,283.4741053,7.722836944,0.00659465,3.823568805,101251.3415,321.6378672,118.79076,15.42171383,0.716881156,2.600000381,22,39,39,1.389999986,28,37,35,1.350000024,130,0.0005,2.238398647,67.52358219,1001,1720.647095,,2015,2019,5,0.208219178,55,55,20,5,11,11,4,6.432804739,0.397078754,0.760281426
1726,Annual,1,Boiling Wells South Rauceby,504315,345355,52.995364,-0.447222,Oolites,clay,clay,1.722289158,1.464180146,283.6783568,7.961938764,0.006639721,3.767594291,101243.4363,322.4029292,118.7531511,19.18209076,1.769720435,4.600000381,54,22,24,1.230000019,44,34,22,1.279999971,130,0.0005,6.934636665,288.2825871,751,0,,2015,2019,5,0.147945205,60,59,20,5,12,11.8,4,4.057757427,1.263388785,0.801991828
1744,Annual,1,Hawthorn Road Reepham,502495,373225,53.246147,-0.465435,Oolites,loam,clay loam,1.907119389,1.507462751,283.5314608,7.04030681,0.00660576,4.564178812,101071.6133,321.8159144,119.0147422,25.37289429,0.305419207,5,22,39,39,1.389999986,28,37,35,1.350000024,184,0.02,0.613468056,570.8215199,751,0,,2015,2019,5,0.238356164,54,54,20,5,10.8,10.8,4,17.70252392,0.773467333,0.822051792
1755,Annual,1,Ashby,506425,354925,53.080942,-0.412642,Oolites,clay,clay,1.687897042,1.515263658,283.6241007,7.04030681,0.006627826,4.549889838,101087.6937,322.1420353,118.694041,25.66035461,1.87886703,6.099998474,49,19,32,1.24000001,51,18,31,1.230000019,0.1,0.06,10.56315477,79.50830491,751,0,,2015,2019,5,0.569863014,41,40,19,5,8.2,8,3.8,7.176696073,2.521309915,0.840482668
1767,Annual,1,Ermine Street Appleby,495005,414325,53.61685,-0.565259,Oolites,loam,clay loam,1.836746985,1.437189088,283.3638468,7.297097527,0.006566746,3.831050033,101101.5429,321.1436408,119.0162232,14.91863251,0.766047359,12.10000038,22,39,39,1.389999986,28,37,35,1.350000024,130,0.0005,1.254223187,151.2916726,1001,0,,2015,2019,5,0.150684932,58,58,20,5,11.6,11.6,4,7.894322165,0.746924988,0.674780207
1768,Annual,0,Ingoldmells,555675,367865,53.185093,0.328324,Chalk,clay,clay,1.772946332,1.517217526,283.6556598,6.437349428,0.006690392,4.930369506,101254.3058,321.5615797,119.7435174,1.991882801,0.558163404,0.899999976,47,14,39,1.230000019,45,15,40,1.24000001,550,0.015,15.95448497,381.899042,751,0,,2015,2019,5,0.147945205,59,59,20,5,11.8,11.8,4,1.471374326,0.449683217,0.314407511
1777,Annual,1,Hannington Wick,417605,195685,51.659671,-1.74688,Oolites,clay,clay,1.778915664,1.445963154,283.8775091,7.806790904,0.006796464,3.609394862,100529.6286,323.6014534,119.4120647,73.83651733,0.182182804,1.599998474,51,17,32,1.220000029,52,19,29,1.230000019,0.1,0.06,4.880389444,162.0983382,251,0,,2015,2019,5,0.128767123,61,60,20,5,12.2,12,4,0.955861592,0.497811172,0.760377175
1783,Annual,1,Downton Church,418226,121962,50.996763,-1.74165,Chalk,loam,loam,2.305969336,1.419485343,284.1593856,8.146276078,0.006940618,3.55794527,100831.9337,323.6233757,119.3818695,45.25753784,0.837823927,5.799999237,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,12.07723298,106.0939813,51,0,,2015,2019,5,0.22739726,53,52,20,5,10.6,10.4,4,9.128858595,0.491823859,0.818359954
1790,Annual,1,Fowlmere,540406,245699,52.091824,0.048063,Chalk,loamy sand,sandy loam,1.417853228,1.483443777,284.0780396,8.084611253,0.006757014,3.699817919,101236.1241,322.8468567,118.5719448,20.38333511,0.943191409,1.900001526,10,82,8,1.590000033,17,75,8,1.5,550,0.015,48.04681483,149.7262845,5001,0,,2015,2019,5,0.339726027,49,48,20,5,9.8,9.6,4,0.777212661,0.141100866,0.890197685
1804,Annual,1,Moor Lane Reepham,505485,373565,53.248617,-0.420532,Oolites,loam,clay loam,1.814950712,1.503888711,283.5997043,7.04030681,0.006627002,4.580608188,101212.4784,322.0905841,118.3241465,9.599437714,0.441551566,0,19,37,44,1.409999967,31,31,38,1.330000043,0.1,0.06,3.503309378,134.2769779,751,0,,2015,2019,5,0.178082192,58,58,20,5,11.6,11.6,4,2.518920473,1.14667649,0.830691972
1814,Annual,1,Primrose Hill,346005,445005,53.898374,-2.82319,Triassic Sandstone,loam,clay loam,2.998411834,1.424510072,283.3767733,6.350821513,0.006544621,4.307058759,101224.4056,323.2189405,113.9721402,7.397148609,6.042413235,3.500000477,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,4.602332277,165.7888936,1,0,,2015,2019,5,0.002739726,1825,60,20,5,365,12,4,1.580257512,0.275186112,0.890539503
1822,Multiannual,9,Castlethorpe Bridge Broughton,498905,408765,53.566172,-0.508084,Oolites,clay loam,sandy clay loam,1.779463311,1.435821625,283.461664,7.297097527,0.006596051,3.845803362,101249.7399,321.5572559,118.3021451,1.877617121,0.497081369,0.899999976,32,35,33,0.230985165,25,52,23,0.237838149,0.1,0.06,0.456683735,97.73974749,1001,0,,2015,2019,5,0.147945205,58,58,20,5,11.6,11.6,4,0.513772293,0.57037939,0.876622573
1827,Annual,1,Pashley Farm,570359,129219,51.037075,0.428467,Corallian Limestone,clay,clay,2.24780942,1.486735161,284.0393495,8.545290384,0.006970383,3.505539001,100528.1896,321.3026917,128.6491258,90.58781433,2.211167574,57.49999619,51,17,32,1.220000029,52,19,29,1.230000019,50,0.00014,1.949917663,109.1490641,501,0,,2015,2019,5,0.126027397,60,60,20,5,12,12,4,8.915647663,0.684719144,0.885570797
