No,elev,slope,hand,t_clay,t_sand,t_silt,t_bd,s_clay,s_sand,s_silt,s_bd,ts,sy,sdf,pop_dens,irri_int,gw_abs
2203,58.00866318,10.09917641,4,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,11.48212811,738.9184317,1,0
2212,96.44641113,5.12498045,6,9,77,14,1.600000024,17,67,16,1.480000019,33,0.01,1.534837739,221.3132577,1001,0
2215,34.26308441,4.141681194,3.5,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,17.89079927,518.8802231,1,0
2216,76.42666626,3.218298197,4.900001526,11,80,9,1.570000052,19,72,9,1.480000019,90,0.001,13.37942209,1080.084769,1,0
2219,156.5486908,0.170312494,24.69999695,22,42,36,1.399999976,0,0,0,0,184,0.02,3.945638769,182.7978381,251,0
2220,111.3650436,1.459064126,5.800003052,21,44,35,1.409999967,25,40,35,1.370000005,550,0.015,29.38412761,94.47495101,51,0
2222,37.18890762,0.55653888,13.79999924,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,74.28312272,63.84862507,5001,3.46503067
2227,35.21403503,0.793548107,0,9,77,14,1.600000024,17,67,16,1.480000019,700,0.0005,3.391440428,295.7658695,751,0
2235,10.02378845,1.270985007,0,24,48,28,1.399999976,34,41,25,1.330000043,90,0.001,26.55093477,618.9551235,251,57959.48828
2239,29.68446159,1.959919572,13.79999924,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,36.11804973,483.5087837,1001,7.273854733
2243,19.72024155,1.63969934,1,22,41,37,1.399999976,29,37,34,1.350000024,300,0.03,2.859488953,237.2796859,1,0
2248,22.38609314,0.675480604,1.699998856,24,47,29,1.389999986,34,39,27,1.330000043,550,0.015,15.3004907,111.8957236,51,1818.079468
2251,117.5660477,1.232910991,10.5,19,37,44,1.409999967,0,0,0,0,550,0.015,24.29377291,208.5131866,251,0
2252,3.771609306,1.683170319,1.900000334,10,76,14,1.580000043,26,60,14,1.409999967,33,0.01,9.131873156,362.2701687,51,22263.00977
2257,89.82711792,4.914658546,7,19,37,44,1.409999967,0,0,0,0,550,0.015,20.03826119,211.8743824,1001,2719.436523
2260,89.46980286,2.816470623,5.300003052,19,37,44,1.409999967,0,0,0,0,550,0.015,14.18485584,101.2814631,1,0
2278,121.0346909,6.991698265,10.40000153,22,42,36,1.399999976,25,41,34,1.379999995,260,0.01,1.584291734,805.8989566,2501,0
2288,7.341367245,0.541559398,4.300000668,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,11.70942987,502.4035376,51,171.7779083
2289,106.1384659,3.982127428,13.09999847,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,8.101770267,421.2726028,1,0
2291,98.64048004,3.375640392,8.900001526,22,42,36,1.399999976,0,0,0,0,700,0.0005,12.76770668,154.8219451,51,0
2294,90.9342804,1.89907074,6.799995422,4,86,10,1.730000019,5,85,10,1.700000048,33,0.01,0.305986809,58.43390808,1001,0
2315,35.32048035,3.320299387,10.20000076,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,19.23884314,1107.0193,1,0
2330,35.62723541,0.789421022,5.400001526,10,82,8,1.590000033,17,75,8,1.5,550,0.015,51.23585498,136.4787972,5001,0
2333,44.75619507,19.45184708,14.60000038,22,42,36,1.399999976,25,41,34,1.379999995,30,0.14,1.3898982,179.504861,501,0
2339,154.8286896,0.638451695,18.90000916,19,37,44,1.409999967,0,0,0,0,300,0.03,28.11868795,37.85702016,51,0
2340,159.7948761,5.366020679,4.600006104,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,27.34095131,58.21754152,51,0
2342,2.216324329,2.280308962,0.800000012,49,19,32,1.24000001,47,21,32,1.24000001,270,0.0006,7.631057481,143.6334768,1001,54286.46875
2343,2.676664114,1.071086884,2.100000143,10,76,14,1.580000043,26,60,14,1.409999967,33,0.01,5.161533992,91.33495005,51,0
2344,30.56669998,4.897844791,17.09999847,4,87,9,1.730000019,4,88,8,1.74000001,30,0.14,7.707242438,462.8420523,51,0
2353,111.677948,2.228256464,4.900001526,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,37.16303417,91.23944314,1,0
2355,37.49137878,4.240950584,16.30000114,22,41,37,1.399999976,29,37,34,1.350000024,33,0.01,4.017310078,69.06395032,251,149.4469452
2369,37.57532883,1.245411038,2.799999237,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,8.094516639,246.7183805,251,0
2370,76.75639343,1.690615535,1.300003052,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,19.79965949,1440.661222,51,3639.177979
2373,25.37182426,1.173018575,17.70000076,24,47,29,1.389999986,34,39,27,1.330000043,75,0.05,36.79524652,104.2194398,251,0
2381,61.43367386,2.124005556,4.400001526,49,19,32,1.24000001,47,21,32,1.24000001,33,0.01,1.805660524,922.3246688,501,0
2392,34.80934143,0.31717661,22.39999771,5,90,5,1.710000038,8,87,5,1.629999995,550,0.015,53.24815959,183.1385112,5001,3529.386475
2394,0.907875061,0.751974642,1.299999952,32,35,33,0.230985165,25,52,23,0.237838149,400,0.075,108.2601082,96.36836838,1001,0
2397,100.5672379,0.412538797,0,19,37,44,1.409999967,0,0,0,0,550,0.015,38.06869705,136.5563096,1,0
2404,75.05867004,0.828880608,1.400001526,19,45,36,1.419999957,27,39,34,1.360000014,0.1,0.06,3.420491621,144.6632773,251,0
2424,49.11093903,3.036060095,1.200000763,19,37,44,1.409999967,0,0,0,0,550,0.015,10.86651884,47.61963702,51,0
2431,-0.065390624,0.380874068,1.100000143,22,41,37,1.399999976,29,37,34,1.350000024,400,0.075,110.1888252,108.9716568,1001,0
2444,84.57028198,2.013576269,5.899993896,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,32.9503063,1622.134049,101,0.034427084
2455,62.84127045,1.593666434,0,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,46.11903811,85.22058816,1,0
2464,3.254648447,2.514088154,2.5,10,76,14,1.580000043,26,60,14,1.409999967,550,0.015,48.42742845,186.5909275,5001,0
2465,61.22138214,0.544545591,0.700000763,51,17,32,1.220000029,52,19,29,1.230000019,0.1,0.02,17.52811174,242.9930421,51,0
2468,145.406601,6.322039127,5.099990845,19,37,44,1.409999967,0,0,0,0,550,0.015,31.88949767,132.2936046,1,0
2478,168.6642303,0.849621117,52.20000458,19,37,44,1.409999967,19,37,44,1.088913918,550,0.015,1.669654283,43.28357043,51,0
2481,27.16055107,0.930552006,4.100000381,9,78,13,1.600000024,23,64,13,1.429999948,33,0.01,1.486411827,57.90722384,251,0
2483,151.5157013,1.65011847,24,9,78,13,1.600000024,23,64,13,1.429999948,33,0.01,0.429335683,368.5004364,251,0
2486,108.899231,2.791321516,0,19,37,44,1.409999967,0,0,0,0,300,0.03,67.74649815,258.2615157,251,0
2491,120.0963287,3.44813776,57.20000458,9,77,14,1.600000024,17,67,16,1.480000019,550,0.015,12.98471772,289.9344419,251,40507.78516
2494,31.12601089,0.535960197,11.59999847,19,37,44,1.409999967,31,31,38,1.330000043,260,0.01,5.429233044,2648.685736,1,0
2498,76.9644165,0.379564047,4.5,11,80,9,1.570000052,19,72,9,1.480000019,0.1,0.06,2.943254128,138.4750945,51,0
2500,15.94976616,0.792347431,4.499999046,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,21.32580878,87.39025623,51,0
2506,114.8409348,3.787432194,48.5,20,42,38,1.409999967,20,45,35,1.419999957,33,0.01,3.037430847,554.2252628,1001,0
2509,120.9997177,3.640845537,4,48,23,29,1.25,45,26,29,1.25999999,184,0.02,2.339796804,36.68648793,51,0
2519,184.4878845,1.971729875,6.600006104,19,37,44,1.409999967,0,0,0,0,550,0.015,6.04778866,189.4197458,51,0
2520,56.25632858,1.813757181,3,19,45,36,1.419999957,27,39,34,1.360000014,550,0.015,77.54304118,59.00905501,1001,0
2524,17.89951515,5.895463943,4.799999237,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,95.17043434,146.1386001,1001,27.28352356
2526,75.68082428,1.656574607,0.799995422,22,42,36,1.399999976,25,41,34,1.379999995,0.1,0.06,1.768421178,116.5681482,251,0
2528,53.50531006,1.748666525,0.099998474,20,42,38,1.409999967,20,45,35,1.419999957,33,0.01,1.426338326,487.6717723,1001,0
2531,95.85798645,1.053905606,31.40000153,19,37,44,1.409999967,0,0,0,0,550,0.015,12.67024903,185.7462529,251,0
2538,104.6334076,4.224610806,5.900001526,20,42,38,1.409999967,20,45,35,1.419999957,30,0.14,5.991383986,39.89234852,51,524.0836792
2539,1.291132808,0.289288759,0,22,39,39,1.389999986,28,37,35,1.350000024,550,0.015,12.72333205,1218.50974,51,4925.585449
2540,69.81135559,4.05661869,4.100006104,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,44.98654816,89.96316426,1,0
2543,101.9042206,3.925672054,41.30000305,19,45,36,1.419999957,27,39,34,1.360000014,33,0.01,1.244826232,1310.720598,501,0
2544,70.72022247,4.081654549,25.19999695,22,41,37,1.399999976,29,37,34,1.350000024,33,0.01,0.639913642,110.4090967,101,0
2545,23.27742577,2.773114443,7.699998856,10,75,15,1.580000043,15,68,17,1.50999999,270,0.0006,63.50615585,284.7290463,251,0
2547,20.62575722,1.891179442,15,51,17,32,1.220000029,52,19,29,1.230000019,33,0.01,2.186156691,1168.401817,2501,0
2552,124.0067291,0.71415025,16.19999695,19,37,44,1.409999967,0,0,0,0,550,0.015,22.56261562,252.0755902,251,0
2555,94.48511505,5.385023594,4.199996948,10,75,15,1.580000043,15,68,17,1.50999999,270,0.0006,8.680010536,350.8713187,1,17.67124939
2560,6.95780468,1.020313501,0,5,89,6,1.700000048,5,89,6,1.700000048,400,0.075,123.8133574,203.8535468,2501,9452.5
2561,55.62187195,0.211372629,0,9,78,13,1.600000024,23,64,13,1.429999948,30,0.14,0.36470015,215.3767824,1001,0
2564,102.1416245,2.164087296,0,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,32.49136488,118.0646434,1,57.37416077
2566,14.07970333,0.598420024,2.199999809,51,17,32,1.220000029,52,19,29,1.230000019,33,0.01,3.93617531,73.2324867,251,44618.38672
2567,81.78151703,1.94844079,0,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,41.88128668,73.48046574,1,587.9335327
2572,52.18128586,10.34893322,21.59999847,9,77,14,1.600000024,17,67,16,1.480000019,550,0.015,33.51306032,513.6045555,1001,0
2577,127.7371521,3.707337141,39.59999847,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,0.523528838,81.77948186,51,0
2580,92.56843567,4.033759117,15.90000153,22,42,36,1.399999976,25,41,34,1.379999995,90,0.001,21.40617466,910.9085275,251,0
2595,52.04152298,3.238246918,21.69999886,4,87,9,1.730000019,4,88,8,1.74000001,75,0.05,30.94357282,105.0074133,251,0
2603,118.9909973,2.108321905,0,49,19,32,1.24000001,51,18,31,1.230000019,184,0.02,1.247910415,149.1301947,51,0
2604,115.292244,0.391160339,24,22,41,37,1.399999976,29,37,34,1.350000024,33,0.01,1.240848926,642.0853071,251,0
2612,155.1258392,4.08655405,14.8999939,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,28.66964427,44.7342133,51,0
2616,70.78164673,1.221858621,4.799995422,5,90,5,1.710000038,8,87,5,1.629999995,33,0.01,2.982788278,66.32300606,1001,0
2622,40.32903671,1.041985393,0,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,9.294624018,429.2519007,1,0
2627,15.26543808,0.957268178,1.699999809,54,22,24,1.230000019,44,34,22,1.279999971,184,0.02,5.206250411,290.7978134,751,35.31599426
2630,54.59759521,0.964940548,12.20000076,19,45,36,1.419999957,27,39,34,1.360000014,33,0.01,0.633326991,172.2133161,1001,0
2636,23.53162956,1.555488467,2.5,8,76,16,1.610000014,8,76,16,1.116897106,550,0.015,52.56990194,215.3698737,5001,0
2642,107.2390289,3.935944796,13.5,49,19,32,1.24000001,51,18,31,1.230000019,550,0.015,42.88239833,234.2900812,101,0
2643,39.95726776,1.276362658,4.200000763,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,3.836485527,70.0254192,251,0
2649,141.5724945,7.221812725,24.1000061,19,37,44,1.409999967,0,0,0,0,550,0.015,14.91919878,650.0079087,1,0
2660,89.71354675,2.531382799,11.29999542,9,77,14,1.600000024,17,67,16,1.480000019,550,0.015,56.7414724,81.71491049,5001,0
2662,7.143085957,2.605255127,6.300000191,5,90,5,1.710000038,8,87,5,1.629999995,550,0.015,43.01279393,41.37559212,5001,0
2666,95.50093079,1.832235217,12.8999939,22,42,36,1.399999976,25,41,34,1.379999995,260,0.01,1.493167791,437.9721556,2501,0
2669,78.66268158,1.461915135,1.100006104,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,20.04130199,132.2317482,51,0
2673,75.58653259,1.98036468,0,19,37,44,1.409999967,0,0,0,0,550,0.015,40.69835857,89.13778663,1,0
2676,63.10109329,1.282402277,9.000003815,19,37,44,1.409999967,31,31,38,1.330000043,260,0.01,3.12557887,1128.374701,251,126.5104141
2677,76.04123688,6.86354208,7.800003052,19,37,44,1.409999967,31,31,38,1.330000043,270,0.0006,23.34369737,342.5616559,501,0
2679,83.32987976,1.781763315,0,22,42,36,1.399999976,25,41,34,1.379999995,0.1,0.06,6.096411197,114.7241497,251,0
2680,68.55554199,3.358971119,4,10,75,15,1.580000043,15,68,17,1.50999999,520,0.005,21.6948982,1189.721232,251,0
2681,32.3237381,1.607780457,1.199996948,19,37,44,1.409999967,0,0,0,0,550,0.015,7.901484017,35.23626714,51,0
2684,55.46868896,0.85294354,2.800003052,9,77,14,1.600000024,17,67,16,1.480000019,550,0.015,41.25264882,78.12251613,5001,464.9776306
2690,144.9932098,1.871750593,20.90000916,11,35,54,1.49000001,20,37,43,1.399999976,550,0.015,29.71045069,507.0621665,101,0
2697,87.36624908,1.095777631,0,22,41,37,1.399999976,29,37,34,1.350000024,0.1,0.06,3.10736249,135.7368698,251,324.1458435
2716,107.9853821,1.386519909,3.900001526,19,37,44,1.409999967,31,31,38,1.330000043,184,0.02,5.777405386,121.8428655,251,0
2718,37.48213959,4.131948948,8.899999619,20,42,38,1.409999967,20,45,35,1.419999957,33,0.01,0.537091967,121.0267404,101,0
2721,74.24344635,2.047568798,2.900001526,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,17.49694156,1429.896267,251,0
2723,73.27336121,0.344581157,0.5,11,80,9,1.570000052,19,72,9,1.480000019,0.1,0.06,3.088791548,128.394797,251,0
2724,55.11922073,0.690033138,1.900001526,9,77,14,1.600000024,17,67,16,1.480000019,33,0.01,4.263306852,539.5499485,1001,0
2726,106.3993835,1.127379179,1.400001526,19,37,44,1.409999967,0,0,0,0,550,0.015,44.91799077,80.82275272,1,0
2731,100.2900696,1.033420563,0,19,37,44,1.409999967,0,0,0,0,550,0.015,37.15328405,75.44839403,1,0
2734,155.9155273,3.964823246,38.59999847,5,89,6,1.700000048,5,89,6,1.700000048,33,0.01,0.384492583,405.5662714,251,0
2740,85.46225739,1.348477244,0,19,37,44,1.409999967,0,0,0,0,550,0.015,42.93289833,85.42680571,1,0
2741,29.50727844,2.287804604,19.70000076,24,47,29,1.389999986,34,39,27,1.330000043,90,0.001,38.71533825,331.6391236,1001,0.141666666
2742,64.2545166,6.864360332,24.5,9,77,14,1.600000024,17,67,16,1.480000019,700,0.0005,0.613563939,28.55253245,751,1193.255249
2743,337.8613892,4.364373684,36.90002441,22,42,36,1.399999976,25,41,34,1.379999995,0.6,0.0004,7.168028417,62.20842103,1,0
2744,85.58724976,1.196710348,2.400001526,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,20.18659437,121.5589942,51,0
2748,82.52000427,0.753203928,0,5,90,5,1.710000038,8,87,5,1.629999995,33,0.01,1.891377786,68.67492365,251,0
2749,22.1407032,1.399921179,3.600000381,5,89,6,1.700000048,5,89,6,1.700000048,550,0.015,69.18616029,69.86700716,5001,2288.762939
2753,18.21378136,5.57332325,4.799999237,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,95.17230397,146.1564134,1001,27.28352356
2759,3.865753889,0.491740912,0,21,39,40,1.399999976,21,41,38,1.399999976,33,0.01,3.027171408,130.6233245,251,0
2764,52.99570465,1.864273429,7.099998474,19,45,36,1.419999957,27,39,34,1.360000014,550,0.015,64.5175029,131.6322588,1001,0
2776,1.81372261,2.005316973,0,49,19,32,1.24000001,47,21,32,1.24000001,550,0.015,24.36646685,1210.379307,1001,0
2777,81.80992126,0.242420495,2.199996948,22,42,36,1.399999976,25,41,34,1.379999995,0.1,0.06,0.675371084,96.67961064,51,0
2778,84.91960144,0.050947733,17.40000153,19,37,44,1.409999967,0,0,0,0,550,0.015,34.70075638,70.91104268,1,62.4662056
2781,72.60495758,7.454365253,35.39999771,19,45,36,1.419999957,27,39,34,1.360000014,33,0.01,2.415859512,126.4423673,1001,0
2782,44.20663071,4.634225845,4.399997711,19,37,44,1.409999967,31,31,38,1.330000043,260,0.01,2.21620256,216.0810933,251,0
2784,95.98522949,1.748156428,0,19,37,44,1.409999967,0,0,0,0,550,0.015,10.91444302,36.8216936,51,317.8641663
2799,104.2891235,2.957059622,9.600006104,19,37,44,1.409999967,0,0,0,0,550,0.015,44.09664274,85.71508831,1,0
2800,146.6971436,4.786902905,30.30000305,19,37,44,1.409999967,0,0,0,0,550,0.015,21.76812251,299.4993064,251,0
2809,139.2126923,1.256531239,3,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,5.819358724,228.475933,51,0
2811,48.75991058,3.550174952,4.600002289,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,0.441713915,93.37524337,251,40.00677109
2818,118.4669037,2.375631094,32.19999695,5,89,6,1.700000048,5,89,6,1.700000048,270,0.0006,14.08318534,191.0763459,501,0
2820,22.72541428,0.692401171,2.400001526,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,0.832862333,128.9726783,251,0
2826,76.36371613,3.102371693,2.299995422,22,42,36,1.399999976,0,0,0,0,184,0.02,6.055821376,86.66520295,51,0
2828,113.838768,2.039695024,3.099998474,19,37,44,1.409999967,0,0,0,0,550,0.015,22.97510681,178.3360488,1,25.18505287
2832,1.746210933,1.313423991,0.399999976,22,39,39,1.389999986,28,37,35,1.350000024,550,0.015,13.74290989,1117.099848,51,0
2833,23.34078217,2.61051631,0,24,47,29,1.389999986,34,39,27,1.330000043,550,0.015,9.691203429,45.3700896,51,48774.55859
2840,46.86855698,1.317611337,25.69999886,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,71.08375473,63.73546883,1001,0
2843,57.7231369,0.862104475,6.600002289,49,19,32,1.24000001,47,21,32,1.24000001,30,0.14,0.152327616,84.26217313,1001,0
2853,160.5161438,10.14789486,18.5,19,37,44,1.409999967,31,31,38,1.330000043,20,0.01,2.592369785,110.2023159,51,0
2854,8.583436966,2.538173914,1.399999619,9,77,14,1.600000024,17,67,16,1.480000019,1,0.06,6.531221556,33,1,0
2855,72.47827911,5.387790203,15.79999924,9,77,14,1.600000024,17,67,16,1.480000019,550,0.015,55.95543531,124.5462155,5001,0
2862,21.45855331,1.561214685,12.19999981,5,90,5,1.710000038,8,87,5,1.629999995,550,0.015,68.16344072,62.72956647,5001,0
2868,6.840507507,0.77275604,0.900000095,24,47,29,1.389999986,34,39,27,1.330000043,550,0.015,11.1944206,712.9858516,51,28.46854401
2876,173.0986023,5.478103161,7.699996948,19,37,44,1.409999967,31,31,38,1.330000043,260,0.01,1.338426516,1135.263854,2501,0
2878,46.28495026,1.634345651,4.899997711,9,77,14,1.600000024,17,67,16,1.480000019,550,0.015,53.46345876,136.1084292,5001,6628.411621
2895,82.00376892,3.043102264,0,9,77,14,1.600000024,17,67,16,1.480000019,33,0.01,0.639339617,58.81657547,251,0
2897,16.0115242,3.127803326,5.400000572,5,90,5,1.710000038,8,87,5,1.629999995,550,0.015,51.1731117,100.6439633,5001,172.6553497
2902,70.00681305,0.713142693,33.79999924,19,37,44,1.409999967,0,0,0,0,550,0.015,8.756796813,51.02314947,51,29.76890564
2909,69.53405762,0.88627249,2.700004578,9,77,14,1.600000024,17,67,16,1.480000019,30,0.14,0.623830373,240.9937353,1001,0
2916,111.2533875,3.382926226,4.400001526,19,37,44,1.409999967,0,0,0,0,550,0.015,40.33110892,79.24602708,1,0
2918,72.79414368,1.364383101,2.700004578,11,80,9,1.570000052,19,72,9,1.480000019,0.1,0.06,4.280700439,117.0308351,251,0
2924,109.6207047,4.477843761,38.5,21,40,39,1.399999976,25,41,34,1.379999995,2,0.18,0.819239756,92.58552851,1,0
2927,122.1610413,0.582094908,22.40000153,19,37,44,1.409999967,0,0,0,0,550,0.015,27.81091381,126.6744003,251,0.791145802
2928,44.85356522,1.746085763,7.699996948,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,2.411057079,34.04066656,1,0
2935,58.84360123,4.846669197,1,19,37,44,1.409999967,0,0,0,0,550,0.015,8.717423987,355.3764702,1,0
2939,20.6264267,2.906737804,4.899999619,10,76,14,1.580000043,26,60,14,1.409999967,33,0.01,0.421724794,62.50092892,251,0
2944,24.07164001,1.214719892,7.799999237,5,90,5,1.710000038,8,87,5,1.629999995,550,0.015,65.85770646,69.98397967,5001,0
2949,31.75413895,21.90936852,0,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,37.10249353,590.7416061,1001,0
2955,54.33853912,5.396810055,9.200000763,21,44,35,1.409999967,25,40,35,1.370000005,550,0.015,14.16680296,1191.19258,1,0
2961,8.732954025,0.552020371,7.000000477,22,41,37,1.399999976,29,37,34,1.350000024,100,0.005,21.80053789,886.4898112,1001,0
2966,81.92473602,2.090798616,0,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,20.36378542,1412.995338,51,3639.177979
2985,108.2316208,7.615492821,7.200004578,19,37,44,1.409999967,31,31,38,1.330000043,100,0.005,30.3063105,449.063915,51,0
2986,135.0083008,4.180710316,3.800003052,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,29.99749914,1141.591689,101,0
2988,45.02320099,0.337518543,5,21,40,39,1.399999976,25,41,34,1.379999995,500,0.05,4.896321505,33,1,0
2990,152.547699,1.621265531,18.1000061,5,90,5,1.710000038,8,87,5,1.629999995,270,0.0006,6.507177827,430.1296967,1,0
2992,161.9763641,1.122145057,5,19,37,44,1.409999967,0,0,0,0,550,0.015,10.86552123,52.02707342,51,0
3000,13.89502335,2.058180809,0,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,3.462122633,77.83103773,251,22309.19336
3009,177.3587036,4.709746361,3.199996948,5,89,6,1.700000048,5,89,6,1.700000048,33,0.01,2.474579501,594.1038682,251,0
3024,19.80327988,1.392458081,11.70000076,4,87,9,1.730000019,4,88,8,1.74000001,550,0.015,58.07933536,108.0845586,5001,0
3026,95.53804016,1.599717498,30.70000458,22,41,37,1.399999976,29,37,34,1.350000024,33,0.01,0.263820828,78.2366578,101,0
3029,9.54569149,2.381342173,2.5,21,39,40,1.399999976,21,41,38,1.399999976,33,0.01,4.54359742,53.01882548,251,0
3030,93.65719604,1.170999527,26.69999695,8,76,16,1.610000014,8,76,16,1.116897106,550,0.015,34.68314144,133.5369178,1001,0
3031,7.575624943,1.761096239,5.800000191,10,76,14,1.580000043,26,60,14,1.409999967,33,0.01,4.545692588,138.7355485,2501,0
3032,73.3243103,3.686261177,3.800003052,9,78,13,1.600000024,23,64,13,1.429999948,30,0.14,1.722539619,67.53943909,1001,0
3033,2.00665617,2.340559006,0,10,76,14,1.580000043,26,60,14,1.409999967,550,0.015,47.81610577,129.9470363,5001,1637.346313
3063,13.85523415,1.329273224,5.5,9,77,14,1.600000024,17,67,16,1.480000019,550,0.015,8.960620827,1808.531198,51,0
3064,8.517266273,4.119613171,3,21,39,40,1.399999976,21,41,38,1.399999976,33,0.01,3.766664286,93.46122428,501,0
3104,61.32804489,7.539357662,0,19,37,44,1.409999967,0,0,0,0,550,0.015,7.784462748,49.97519727,51,0
3115,16.54359818,5.09868145,3.800001144,5,89,6,1.700000048,5,89,6,1.700000048,33,0.01,0.842955568,59.85165744,251,243.125
3129,20.42849159,0.75800091,5.600000381,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,5.693214356,61.93260928,251,0
3144,56.47127533,3.491305351,14.90000153,5,89,6,1.700000048,5,89,6,1.700000048,33,0.01,4.19168893,305.6741691,51,0
3145,33.19869232,4.4403615,7.299999237,5,89,6,1.700000048,5,89,6,1.700000048,33,0.01,5.323912583,273.6381836,51,46152.34375
3146,26.12343597,9.413635254,13.90000153,5,89,6,1.700000048,5,89,6,1.700000048,33,0.01,3.746839844,271.5716652,51,0
3149,58.03504181,0.455902547,9.900001526,5,89,6,1.700000048,5,89,6,1.700000048,33,0.01,4.318094355,286.2661072,2501,0
3178,85.49984741,2.683519602,9.599998474,20,42,38,1.409999967,20,45,35,1.419999957,33,0.01,1.684158593,714.2582737,1001,0
3179,85.63944244,3.220622063,9.599998474,20,42,38,1.409999967,20,45,35,1.419999957,33,0.01,1.671057944,714.4617888,1001,0
3204,29.44619942,1.866076231,4.199998856,9,77,14,1.600000024,17,67,16,1.480000019,33,0.01,6.057899174,57.60041101,251,62.9375
3205,29.44619942,1.866076231,4.199998856,9,77,14,1.600000024,17,67,16,1.480000019,33,0.01,6.057890099,57.60333639,251,62.9375
3247,17.38323975,1.106615782,1.200000763,9,77,14,1.600000024,17,67,16,1.480000019,33,0.01,0.469220808,64.38352399,251,15949.33496
3271,0.819261789,0.855387628,1.600000143,49,19,32,1.24000001,47,21,32,1.24000001,30,0.14,6.594723068,1257.980131,51,0
3272,0.819261789,0.855387628,1.600000143,49,19,32,1.24000001,47,21,32,1.24000001,30,0.14,6.593246082,1258.367018,51,0
3277,66.63765717,4.043552876,8.400001526,9,77,14,1.600000024,17,67,16,1.480000019,33,0.01,3.318954755,145.7939955,51,0
3290,35.59071732,2.758574963,20.90000153,5,89,6,1.700000048,5,89,6,1.700000048,33,0.01,2.644383927,331.0601607,51,0
3291,22.81185913,1.049821258,8,5,89,6,1.700000048,5,89,6,1.700000048,33,0.01,3.156470576,266.7455519,51,0
3312,14.23112106,0.463621497,0.200000763,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,3.503366592,267.6717729,251,0
3315,16.68035126,0.803036273,1.700000763,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,11.73621513,53.20840302,51,0
3318,17.31167984,1.587447405,0,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,15.50444484,163.3454887,51,0
3319,16.89171982,1.306918979,0,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,15.48998908,163.2344101,51,0
3320,17.73671913,4.542966843,0,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,15.51989366,163.6535726,51,0
3321,25.01218796,0.247539505,9.800001144,9,78,13,1.600000024,23,64,13,1.429999948,33,0.01,2.191932553,562.4893831,251,0
3328,21.32089806,6.672028065,6.700000763,5,90,5,1.710000038,8,87,5,1.629999995,550,0.015,56.60865171,27.48952027,5001,0
3340,32.83867264,1.755868793,2.200000763,19,37,44,1.409999967,0,0,0,0,550,0.015,4.382189074,75.42428246,51,2380.562256
3348,1.472304702,1.079181552,1.599999905,22,39,39,1.389999986,28,37,35,1.350000024,550,0.015,22.76822778,54.38268267,51,0
3349,1.511445284,0.568996072,0,22,39,39,1.389999986,28,37,35,1.350000024,550,0.015,22.78891119,54.35981915,51,0
3356,95.43954468,1.195394516,7.700004578,5,89,6,1.700000048,5,89,6,1.700000048,33,0.01,2.542499769,365.2967464,501,984.463562
3382,74.07702637,0.811033905,1.600006104,11,80,9,1.570000052,19,72,9,1.480000019,0.1,0.06,2.637734763,129.1117254,251,0
3387,73.92803955,0.463717759,1.600006104,11,80,9,1.570000052,19,72,9,1.480000019,0.1,0.06,2.637408502,129.2466197,251,0
